Spalte;Median;Min;Max;Q1;Q3;IQR;Varianz;Standardabweichung;Spannweite
realSum;208.67603515533204;34.77933919255534;1263.398266380837;147.9905547892362;313.0785274060882;165.087972616852;30981.211329885264;176.01480429181308;1228.6189271882815
person_capacity;3.0;2.0;6.0;2.0;4.0;2.0;1.6618211378011474;1.289116417474057;4.0
bedrooms;1.0;0.0;10.0;1.0;1.0;0.0;0.3806243143352795;0.6169475782716709;10.0
dist;2.654194435238677;0.0346606368174363;25.28455674776536;1.48305905517903;4.295155037783855;2.8120959826048253;5.753738784977287;2.398695225529347;25.249896110947926
metro_dist;0.4136217970105184;0.0023010680119306;14.273576925283232;0.24868845729427946;0.7414671111904131;0.4927786538961336;0.7474646706807839;0.8645603915752699;14.2712758572713
attr_index;229.9286118345817;15.152201471783997;3031.840297773533;134.51473528889338;375.2333746676457;240.71863937875233;40728.8929733289;201.81400588990076;3016.6880963017493
rest_index;516.4918895419546;19.57692380149325;6696.15677247043;246.27524663224798;824.7557105447015;578.4804639124535;238714.60133672957;488.5842827360798;6676.579848668936
