TSNE1;TSNE2
4.3358135;-16.39082
84.726845;-63.001614
-16.5905;-72.72959
56.721066;-0.09553052
13.662797;-20.669983
81.84974;-58.427547
94.45134;21.056187
-3.9383254;-14.13688
47.687237;88.850876
-8.877065;-17.70062
54.627052;41.366394
70.80053;-85.07823
83.115295;-55.26953
4.388527;-16.290155
29.613276;-34.268444
-7.891175;-21.456432
48.391644;87.92797
68.790825;-86.688255
-11.008529;-18.705051
4.3500314;6.9057827
86.67912;-65.41981
7.1513357;-13.006014
-26.109274;-30.251467
33.435898;-23.574116
-2.2313664;-31.975939
24.074972;6.8179564
48.86169;88.966095
56.418694;1.0720519
46.849827;57.57473
90.21688;47.331642
-17.463804;-26.25773
65.62069;-96.75972
17.747974;39.935184
1.7561833;-18.563406
-9.04259;-16.590788
52.10884;14.225528
1.9619799;72.82892
111.789566;-12.324684
9.809746;-91.75242
48.113647;-100.47897
4.9352713;-13.211353
-5.492935;-14.52665
81.71409;-58.506653
4.8029413;-16.898788
-14.018758;-73.59546
37.643448;-73.69556
-14.510437;-76.099396
53.17599;-99.31898
46.918976;-29.681469
-4.121419;-20.132853
48.643024;86.23344
35.191605;105.4165
69.33328;-85.711876
69.33375;-85.712814
72.03044;-47.003963
86.2902;-65.054085
3.419097;-16.815699
-25.206053;-29.133545
53.10774;-99.35133
-74.50834;20.803026
6.4538326;19.447926
56.56159;1.4079977
-25.11666;-81.60806
35.58851;58.055767
96.49226;20.478903
81.663124;-57.769875
-8.309076;-19.829256
-13.22379;-30.734217
77.27893;-54.824818
19.633732;96.69066
4.5059476;7.094146
28.936832;-35.40023
35.244087;105.44775
4.6837435;7.1414733
56.894638;61.167576
48.863945;-99.62425
-24.333464;-81.16481
92.95871;-57.99673
-2.3570774;-14.304894
4.811698;7.26844
48.794235;-99.66814
46.7694;42.497456
70.28238;73.69496
62.319023;-5.431261
60.10363;11.971103
-66.71743;39.933388
50.94055;-98.0365
51.13082;-97.98766
0.67291224;-17.054468
-11.8290415;-19.233387
7.8973503;-26.31429
58.45074;-7.606876
3.156215;6.957985
-24.236755;-81.07386
-18.904575;-27.536802
82.11903;-57.429504
-15.8648405;-74.13369
67.53829;-87.436966
3.307583;7.1467576
-2.9311328;-21.488234
96.388985;-16.711105
3.2803721;8.822406
-8.335639;-19.706823
98.388176;-47.347076
59.561558;22.698523
93.25568;19.801022
30.858866;-30.148592
-11.065748;-79.4135
-17.440554;-26.618225
-14.781044;-31.513884
77.9489;-55.40925
48.411823;-99.733734
29.09323;-34.69384
69.80412;73.826195
-22.715166;-81.25393
-34.197323;-20.707811
-12.949165;-26.34614
3.921389;-16.527752
-10.467605;-21.25568
-12.575283;-24.106821
70.63746;-82.48612
-16.246765;-24.005533
80.93115;-56.92398
39.501526;-41.920967
62.48895;11.868453
84.58881;-61.9926
82.74695;-55.751366
84.779564;-63.215187
44.154655;65.78824
56.562294;1.5152217
46.937023;44.618103
-19.628431;-82.39723
-2.1801853;-31.972132
47.575333;-28.803755
103.38787;-1.8268651
84.79558;-56.051277
81.865814;74.947
-15.460422;-30.61467
68.576614;74.11574
-14.462434;-32.1895
0.8317455;124.40849
-36.893715;-95.79805
-11.672867;-78.725525
0.3029591;-1.2706665
-56.876774;30.613916
56.92921;9.982115
-18.264463;-77.423386
-9.0666065;-16.550297
73.12277;-46.124596
3.8575027;8.358836
2.1168263;58.039833
85.31047;-60.02416
96.39967;-16.728598
95.86692;20.8427
47.6391;85.82882
-68.34203;25.24711
53.18926;-82.847305
88.28964;34.55914
-4.750708;83.727356
-62.101788;-38.642056
35.03001;67.402115
92.46405;30.816027
-70.32714;10.450745
48.54786;-91.90184
86.2445;23.426016
60.04116;23.986547
108.80722;-4.627497
95.481064;39.396355
-39.81205;46.54077
-68.27503;25.30593
-63.01324;23.614998
-62.153812;-38.290092
-82.051216;15.6736145
98.61022;37.065887
32.8305;64.2896
81.90557;28.956413
41.854034;-88.245155
27.90327;66.68583
112.056114;20.570051
47.437176;-93.2395
88.26851;33.856956
-32.870358;-63.021603
111.57579;-6.807859
111.46564;-6.4150467
58.95609;29.181038
27.960938;66.18135
35.31983;68.1387
51.790924;-81.79851
39.570053;-89.44681
-100.42449;-24.214504
94.46621;-54.807053
90.76271;35.41525
103.48492;-58.92387
-3.7664702;16.343195
75.16241;80.0989
61.357822;94.13157
103.37378;-59.518333
38.01021;-85.285034
-17.098755;67.41297
113.13121;20.653303
89.56994;35.35287
93.989456;-59.322075
62.451786;93.8493
63.92783;95.74466
-20.33001;7.4531674
61.683872;31.487007
93.70953;28.07963
111.54671;-6.8438253
111.571266;-6.8142104
-77.538826;-40.845345
111.939804;-7.850842
61.603138;94.16088
96.052444;-58.560257
48.53751;-88.433846
48.51338;-88.44564
41.756226;-86.16836
-69.70967;26.498465
88.06957;32.81909
57.869507;89.843254
-18.122961;66.651054
34.092133;66.841034
31.79072;70.4731
64.25401;94.56215
79.00704;31.79291
81.20549;30.506
68.5686;91.715515
33.96824;66.19989
111.445015;-6.494056
51.15065;-81.75863
97.67166;36.09227
59.563488;27.619888
95.71123;39.193893
-98.46204;-31.044773
39.37571;-87.29539
48.52189;-92.00814
40.487392;-90.45008
39.352688;-87.289314
69.99466;91.15696
47.60926;-93.02911
96.284935;38.86667
30.077972;65.03675
45.60849;-87.51138
99.68994;-61.037445
-2.8548563;12.480756
-62.468033;-38.204937
-62.199017;-38.536427
34.426674;65.75744
-62.19647;-38.521904
27.1061;61.802605
-62.13749;-38.275482
112.65253;9.276935
-64.71348;22.664997
-62.146206;-38.300144
-62.146687;-38.276604
-81.97277;-5.392575
-62.139915;-38.284504
36.391933;65.28853
-62.14099;-38.283607
-62.14639;-38.280434
-62.145924;-38.28688
-59.583096;-42.6934
60.69362;94.03069
-64.08929;9.114282
27.717445;66.497154
109.5888;-7.052684
81.268456;30.429436
79.14016;76.46216
60.879578;25.633724
62.99716;95.89809
109.593376;-7.316166
98.69845;37.101475
113.37629;20.546003
27.23881;62.144897
65.95081;85.18798
48.62819;-91.71851
-66.42848;26.714054
-67.60901;14.002826
80.938965;29.110273
-87.85432;27.225325
97.57536;-56.916
30.237814;66.19684
108.972145;-2.45052
68.13259;91.65209
64.6366;88.04631
-45.170258;0.87680066
113.0792;21.963654
95.69136;34.159725
88.931816;34.02001
29.072927;65.04791
37.017445;66.683655
38.781048;60.560642
38.44796;-75.5508
32.82977;64.30788
-14.4969425;64.78357
61.63519;31.412695
80.6771;30.771997
85.13223;29.894634
34.454075;72.455246
72.30086;89.746635
80.233795;30.40483
-84.21549;-2.27782
-47.509205;42.20076
82.15203;21.871162
79.573654;25.044853
70.59045;91.0608
97.7808;-57.162575
85.13957;29.900164
48.49335;-92.10299
114.21545;24.445429
-56.55035;14.144236
95.50325;39.385258
96.02771;39.092438
58.72561;92.20982
64.12774;31.893808
55.253674;-93.20342
26.947632;63.886353
-73.64773;31.858845
47.97833;-82.29762
63.926273;31.786242
80.49054;30.018085
-17.994667;81.62567
82.88231;23.886938
-78.15987;-41.159332
-74.01097;31.916996
113.50064;23.414202
-78.16526;-41.164692
33.350655;66.37216
101.67699;-58.844173
113.49389;18.578058
90.97584;31.770823
113.69679;23.933517
-24.238747;73.38181
-19.943615;75.49034
69.80007;87.886116
-24.383415;73.463615
-19.24244;75.39322
34.945164;66.9418
47.60598;-89.218544
95.88294;-57.03158
-69.78617;25.113586
67.3957;91.67434
89.02212;35.242783
60.154655;26.950014
-14.862379;75.96526
69.55942;91.65233
37.966225;-87.187225
27.080727;63.240196
80.93738;29.099983
81.394005;23.502577
35.73327;68.86679
30.995346;68.80012
89.394966;-61.217304
100.84144;-60.46902
-16.916689;102.60816
95.58149;-57.854893
95.918755;34.211655
60.02467;97.09713
-69.2767;8.359926
99.44458;37.213913
-17.790504;69.80478
-18.46416;76.60315
