PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8;PC9;PC10;PC11;PC12;city
-1.2326586469466494;-0.9976184112761377;1.4300691844885216;0.6183533763405173;0.7472494717476226;-1.1012361880821209;-0.007091806043490814;0.7737345361337246;-1.0110941683149652;1.3061248687698392;-0.956782431609328;-0.13395127462600284;amsterdam
0.7352910545976249;-0.09109697249262133;-0.4584689314167689;0.2132833420987086;0.38302455888585774;-0.26115512481796166;-0.10506745885703153;0.3312940207047308;-0.4765074946821195;0.6447746665389026;-0.7631900801026232;-0.22246019064525513;amsterdam
0.07994257802958271;-1.5323844577877312;-0.09230739666097487;-0.7417399924254527;-1.285797904565271;1.1235372183086438;-0.6008279864809047;0.16826360380584604;-0.17277276485945328;0.14235930009915884;-0.10094661908007077;0.030640013294876523;athens
0.15443471336284142;-0.11615145640206115;0.5061328470071389;-0.4571911512987883;-1.1045313953087148;0.11315476596297874;0.22988992469137123;-1.0982816206224983;-0.09195704014117037;0.1848128583230152;-0.12403159328261536;0.037626156615159494;athens
0.14200942312032716;0.5694194909249847;-1.2076605118585095;0.3755796888333164;-0.01661718773226622;0.15633306995913185;0.7963428498704345;0.17702071896505836;-0.14639102030666445;0.2523285116893013;0.19983933348312016;-0.04421080116559101;barcelona
-1.8269779252189695;-0.009330594300969497;1.8464824822178603;0.003481517460278305;0.20736548386973142;-0.011251313105622829;0.4237430746321322;0.45203168381879577;-0.7700818671320864;0.13582342469284825;0.11280390480110812;0.07552095138095395;barcelona
0.8864113316209081;0.029639220820592522;-0.2904495383548386;-0.048118056077711094;-0.1760876573194565;-0.6501822061349609;0.2249008149641053;0.5011692812689551;0.5325620789426142;-0.13135887892621767;-0.6336977169813897;-0.25072079290564747;berlin
4.4779127865442065;-0.23344561502202413;1.152761426460865;0.16911927085828196;2.598992857885624;0.35168412725274834;-0.9731372843190466;-0.03688473023404809;0.39992611797092115;-0.3281770947548823;0.014139886757307929;-0.21235513955624521;berlin
-0.844748628661159;0.10268374178071255;-0.025251036246008857;-0.12130625628707989;-0.5968330245158465;-0.19643469989880324;-0.03141614519714242;-0.8511504355616235;0.4216216184855882;-0.12810258300834204;-0.5586692625139003;-0.10365270259570715;budapest
3.4086496185343673;-0.4704566453872733;1.0711650702388786;0.46730043124862175;1.426963726776821;0.7788595978939721;-0.5599561956924393;-0.7255014036040537;0.3527917381866723;-0.24038688719590962;-0.5908768357535087;-0.008068104254821754;budapest
-0.7879536458505908;-1.2739420906362884;-0.7632911865099068;-0.33829201989666957;-0.8321781193273785;0.7145883414493148;-0.8865241311386461;0.4522053900421545;0.472938013178074;-0.1877813721193129;-0.5286336259240388;-0.04710876716873337;budapest
-0.6978626527120768;-0.8474682272118403;1.458875521813552;0.08124543613207635;-0.4611586175559286;0.22825543357471093;0.3660828921552759;-0.24692894984632469;0.1711408730611495;-0.08489777530515101;-0.30385624730665783;0.15720001130602299;lisbon
0.579634416566841;1.010636712213057;-0.5206166858660463;-0.5625070332225597;-0.47655444525863633;0.21854767744212325;0.5197763554062934;0.09638132595729859;-0.14779757875431748;-0.07345475982357468;-0.3836572558916518;0.06861571135069788;lisbon
-2.2754576278659373;0.204049951275392;-0.6389277389951166;-0.28015349363828557;0.14641163139465382;0.45304114343456425;-0.2114101784872882;-0.4896566555804742;-0.026243874827205787;0.041433233735251956;-0.48149813314100803;0.04910498006297698;lisbon
1.7861043598895434;-0.2932182807471496;1.341405161360037;-0.17049696510218187;2.0278474909606796;1.7489349685166595;-0.9787161581728068;-1.3300065162003516;-0.5229840212101216;0.3838557385141831;-1.413097093691341;0.010431446466621225;lisbon
-0.9596669931525814;0.43285001807244466;1.680453048220683;0.22038445963607176;0.36752567923782453;-0.4320816742955847;-0.11946143714058144;0.4808361723914212;-0.9037482690163383;0.10279193639083392;0.5191487805185997;0.006559355661604923;london
1.302170544771107;0.5512473447157582;-0.37528793140564853;-0.09843967128526093;0.28305954164021585;-0.060989564347062264;0.3202335049368932;0.24621518236058676;-0.2997731459199937;0.10480477070191903;0.45403462319399246;-0.02660475761246675;london
4.143740316794399;0.15800355786978637;1.2580438432460792;0.5544663572915682;3.0226023462280716;1.0485683851408798;-0.822934058948384;-0.5176889754689495;0.11609383356266173;0.004872734402193199;-0.5488827027646868;-0.05078227144052555;london
-1.966435550695528;-0.29993948471448845;0.9316118010641814;0.608847941699842;0.6370710350154187;-1.4385361019844054;-0.07246947216116811;0.9503164277069136;0.30828510652121005;-0.3701199962783264;-0.35743053899022925;-0.13611999328790178;paris
